x,y,z
-3.7114892,1.0133333,-4.581821
-3.7333333,0.9866667,-4.6055713
-3.6749675,0.9777452,-4.5642915
-3.7637312,0.95145553,-4.6370835
-3.726709,0.89812213,-4.6252704
-3.7333333,0.9247888,-4.6223545
-3.7066667,0.93333334,-4.599979
-3.6647835,0.9066667,-4.571937
-3.6749675,0.93333334,-4.5762286
-3.7000422,0.8704763,-4.5986032
-3.7142024,0.84380966,-4.5866666
-3.739996,0.8266667,-4.613333
-3.6698163,0.8704763,-4.571937
-3.7740033,0.7448079,-4.628865
-3.7591271,0.77147454,-4.628865
-3.7416954,0.7466667,-4.602198
-3.7291887,0.7733334,-4.5866666
-3.7740033,0.6933333,-4.612011
-3.7939425,0.6666667,-4.623146
-3.7243488,0.6666667,-4.569813
-3.7425683,0.6933333,-4.5853443
-3.760846,1.2524116,-4.658845
-3.7701042,1.2266667,-4.685512
-3.760846,1.2609743,-4.6675596
-3.7701042,1.2343075,-4.693333
-3.7592561,1.2609743,-4.6675596
-3.7515373,1.2343075,-4.693333
-3.7592561,1.2524116,-4.658845
-3.7515373,1.2266667,-4.685512
-3.7692583,1.1733333,-4.7028522
-3.780643,1.1466666,-4.7106733
-3.7141538,1.1721703,-4.693333
-3.695206,1.1455035,-4.6827173
-3.7256145,1.1988369,-4.685512
-3.7205062,1.1455035,-4.65734
-3.7333333,1.1721703,-4.676185
-3.7713852,1.1137408,-4.7106733
-3.695206,1.1108879,-4.6827173
-3.7218726,1.1046287,-4.693333
-3.7205062,1.1108879,-4.65734
-3.7333333,1.1046287,-4.6840067
-3.669403,1.1108879,-4.6560507
-3.8170648,0.98563826,-4.653501
-3.7637312,0.9247888,-4.6476655
-3.790398,0.93333334,-4.6611667
-3.8133333,0.9066667,-4.684697
-3.7533758,0.89812213,-4.6476655
-3.7866669,0.85333335,-4.676661
-3.8133333,0.8266667,-4.6871014
-3.7525024,0.8266667,-4.645465
-3.7533758,0.85333335,-4.6531305
-3.796677,0.7448079,-4.666667
-3.8093407,0.77147454,-4.684773
-3.7866669,0.7981412,-4.663571
-3.8360076,0.75955975,-4.7114396
-3.7591271,0.7981412,-4.645465
-3.8166168,0.6933333,-4.666667
-3.8286736,0.6666667,-4.693333
-3.7841318,1.1836276,-4.7839403
-3.8194804,1.1733333,-4.771253
-3.8041985,1.1466666,-4.746667
-3.836889,1.1584401,-4.7979198
-3.79494,1.1137551,-4.7733335
-3.7713852,1.107496,-4.746667
-3.839659,0.8793242,-4.794085
-3.8360076,0.73289305,-4.72389
-3.8354003,0.6666667,-4.7204742
-3.8360076,0.6933333,-4.724364
-3.8133333,1.154329,-4.833618
-3.8102221,1.1317734,-4.8069515
-3.8090363,1.1692222,-4.860285
-3.7841318,1.156961,-4.8069515
-3.8065012,1.1733333,-4.833618
-3.839659,0.8793242,-4.8003354
-1.8666667,-0.61502266,-1.9466667
-1.8933334,-0.6106546,-1.9733334
-1.7866666,-0.61522526,-1.9466667
-1.8133334,-0.6110375,-1.9733334
-1.7066667,-0.6155239,-1.9466667
-1.7333333,-0.6117797,-1.9733334
-1.3407695,-0.1219848,-2.0686514
-1.3229741,-0.13333334,-2.0419848
-1.3035148,-0.10666667,-2.0266666
-1.8666667,-0.60250086,-2.0266666
-1.8933334,-0.59929144,-2.0533333
-1.7866666,-0.60398,-2.0266666
-1.8133334,-0.5998114,-2.0533333
-1.3698025,-0.026666667,-2.1407125
-1.3792875,-0.053333335,-2.150515
-1.3407695,-0.09531813,-2.0971818
-1.8666667,-0.5907872,-2.1066666
-1.8933334,-0.5854167,-2.1333334
-1.392484,-0.026666667,-2.1866667
-1.3959386,-0.053333335,-2.2133334
-3.6884468,0.61333334,-4.5446672
-3.7002826,0.58666664,-4.5507894
-3.602623,0.6102171,-4.4919286
-3.6292894,0.61333334,-4.512473
-3.6533334,0.58666664,-4.529929
-3.5874546,0.5835504,-4.4919286
-3.2893243,0.61333334,-4.547274
-3.292669,0.58666664,-4.5564594
-3.5874546,0.5446194,-4.4919286
-3.2833447,0.5553819,-4.5564594
-3.4433236,0.24296606,-4.5530553
-3.3912387,0.24254377,-4.499722
-3.4133334,0.24550985,-4.5263886
-3.3809788,0.24254377,-4.510331
-3.4076455,0.24550983,-4.5333333
-3.449377,0.06956667,-4.4857697
-3.77994,0.61333334,-4.613499
-3.7934954,0.58666664,-4.6303535
-3.726949,0.58666664,-4.5770197
-3.7417803,0.61333334,-4.586833
-3.6759725,0.48317337,-4.635827
-3.6759725,0.4765789,-4.635827
-3.4433236,0.24296606,-4.563671
-3.6832855,0.48317337,-4.6433663
-3.6759725,0.48317337,-4.6433663
-3.6832855,0.4765789,-4.6433663
-3.6759725,0.4765789,-4.6433663
-3.6987023,0.08627103,-4.7869697
-3.6987023,0.073472776,-4.7869697
-3.8353436,0.5636409,-4.809349
-3.8353436,0.54191846,-4.8360157
-3.8322062,0.5152518,-4.8533335
-3.8353436,0.5146288,-4.808697
-3.8322062,0.50666666,-4.835364
-3.6987023,0.073472776,-4.805961
-3.8368628,0.48858514,-4.8827643
0.6933333,-0.17940731,-0.6666667
0.6666667,-0.17983533,-0.6933333
0.7733334,-0.1748525,-0.6666667
0.7466667,-0.17570181,-0.6933333
0.85333335,-0.1707534,-0.6666667
0.8266667,-0.17126621,-0.6933333
0.93333334,-0.20299408,-0.6666667
0.9066667,-0.18550083,-0.6933333
1.0133333,-0.21930827,-0.6666667
0.9866667,-0.21923068,-0.6933333
1.0933334,-0.2184297,-0.6666667
1.0666667,-0.21836548,-0.6933333
0.867701,-0.0015026912,-0.7771678
0.8819725,-0.0015026919,-0.7505011
0.90863913,-0.004477386,-0.7466667
0.93333334,-0.006244596,-0.7733334
1.015125,-0.0051164133,-0.75184417
0.9884584,-0.0068836245,-0.7733334
0.9866667,-0.009858319,-0.7466667
1.0451164,-0.005116412,-0.7251775
1.112821,-0.072820954,-0.7300911
1.1341146,-0.072820954,-0.75675774
1.1607814,-0.06349139,-0.7733334
1.1733333,-0.0550082,-0.7466667
1.2533333,-0.05194968,-0.7466667
1.2266667,-0.052017253,-0.7733334
1.112821,-0.08717905,-0.7300911
1.1607814,-0.08932956,-0.7834244
1.1466666,-0.096508615,-0.75675774
1.1733333,-0.10499179,-0.7466667
0.6933333,-0.17665443,-0.7466667
0.6666667,-0.17657901,-0.7733334
0.7733334,-0.17089579,-0.7466667
0.7466667,-0.17142037,-0.7733334
0.85333335,-0.1859206,-0.7466667
0.8266667,-0.18470083,-0.7733334
0.93333334,-0.20182537,-0.7466667
0.9066667,-0.20173232,-0.7733334
1.0133333,-0.21804503,-0.7466667
0.9866667,-0.21813297,-0.7733334
1.0933334,-0.21700338,-0.7466667
1.0666667,-0.21676052,-0.7733334
1.1733333,-0.21646558,-0.7466667
1.1466666,-0.21589385,-0.7733334
1.2426921,-0.2552307,-0.7733334
1.2609414,-0.27065605,-0.7466667
0.7987056,-0.0003014967,-0.87732357
0.81436765,-0.00030149618,-0.8506569
0.84103435,-0.0018041873,-0.8266667
0.85333335,-0.002987703,-0.85333335
0.9405789,-0.0017672096,-0.8363497
0.91391224,-0.0029507258,-0.85333335
0.9066667,-0.0044534174,-0.8266667
0.9617917,-0.0017672109,-0.8096831
1.187448,-0.07067043,-0.81629574
1.2089386,-0.07067043,-0.8429624
1.2356052,-0.059884004,-0.85333335
1.2533333,-0.04971401,-0.8266667
1.187448,-0.08932956,-0.81629574
0.6933333,-0.17378643,-0.8266667
0.6666667,-0.17356665,-0.85333335
0.7733334,-0.16627887,-0.8266667
0.7466667,-0.16872038,-0.85333335
0.85333335,-0.1982482,-0.8266667
0.8266667,-0.17930168,-0.85333335
0.93333334,-0.21780697,-0.8266667
0.9066667,-0.21554258,-0.85333335
1.0133333,-0.21677005,-0.8266667
0.9866667,-0.21653707,-0.85333335
1.0933334,-0.21548611,-0.8266667
1.0666667,-0.21540771,-0.85333335
1.1733333,-0.21567869,-0.8266667
1.1466666,-0.21551381,-0.85333335
1.2428081,-0.25472286,-0.85333335
1.2617507,-0.26995358,-0.8266667
0.6485121,-0.07562013,-0.95557433
0.79416835,-0.00079032837,-0.93333334
0.7987056,-0.0010918251,-0.9066667
0.8548285,-0.0011835156,-0.91092277
0.82816184,-0.001973843,-0.93333334
0.8266667,-0.002275339,-0.9066667
0.8872456,-0.0011835162,-0.8842561
1.1082836,-0.070173085,-0.9476854
1.1733333,-0.07105719,-0.9318007
1.1466666,-0.061230276,-0.9476854
1.2356052,-0.06921358,-0.8907818
1.2266667,-0.060270768,-0.9174486
1.2533333,-0.05018548,-0.93333334
0.6485121,-0.087566756,-0.95557433
0.7905876,-0.15845278,-0.9403674
0.80075896,-0.15845278,-0.9403674
1.1082836,-0.08982692,-0.9476854
1.1466666,-0.08982692,-0.9318007
1.1733333,-0.09876972,-0.9441152
1.2089386,-0.08894281,-0.9174486
1.2356052,-0.09972923,-0.9066667
1.2533333,-0.109814525,-0.93333334
0.6933333,-0.17084278,-0.9066667
0.6666667,-0.17285596,-0.93333334
0.7905876,-0.16073176,-0.91370076
0.7639209,-0.1638057,-0.93333334
0.7466667,-0.16763465,-0.9066667
0.82742566,-0.17838758,-0.9403674
0.8266667,-0.17911933,-0.91370076
0.85333335,-0.19630182,-0.9066667
0.93333334,-0.21385182,-0.9066667
0.9066667,-0.21355759,-0.93333334
1.0133333,-0.21491629,-0.9066667
0.9866667,-0.21449542,-0.93333334
1.0933334,-0.21400158,-0.9066667
1.0666667,-0.21374314,-0.93333334
1.1558247,-0.23084198,-0.94105756
1.1733333,-0.2231178,-0.91439086
1.1466666,-0.21453565,-0.9066667
1.2077242,-0.23227583,-0.8877242
1.1824913,-0.25457305,-0.94105756
1.2077242,-0.25457305,-0.91439086
1.2343909,-0.26929596,-0.9066667
1.2533333,-0.28364605,-0.93333334
0.6485121,-0.07562013,-0.96637696
0.79546285,-0.00079032837,-0.96403736
0.8014952,-0.0007903274,-0.96403736
0.8664187,-0.07184467,-1.036686
0.884573,-0.07184467,-1.036686
1.0996841,-0.06278568,-1.0133333
1.0879678,-0.070173085,-0.9866667
1.1733333,-0.055891532,-0.9866667
1.1466666,-0.057446927,-1.0133333
1.2533333,-0.054239597,-0.9866667
1.2266667,-0.05898614,-1.0133333
0.6485121,-0.087566756,-0.96637696
0.7783203,-0.13913867,-1.0133333
0.7689079,-0.15845278,-0.9866667
0.80075896,-0.13913865,-0.9866667
0.8078058,-0.14068589,-1.0133333
0.8664187,-0.08331394,-1.036686
0.884573,-0.08331394,-1.036686
1.0879678,-0.087387405,-1.0133333
1.1082836,-0.097214326,-0.9866667
1.1733333,-0.10410847,-0.9866667
1.1466666,-0.10255307,-1.0133333
1.2533333,-0.10576041,-0.9866667
1.2266667,-0.10101387,-1.0133333
0.6933333,-0.17302775,-0.9866667
0.6666667,-0.1757432,-1.0133333
0.7422412,-0.16307394,-0.9866667
0.72498703,-0.16718563,-1.0133333
0.8344724,-0.17771848,-1.0133333
0.8540923,-0.19610606,-0.9866667
0.93333334,-0.21367224,-0.9866667
0.9066667,-0.21340317,-1.0133333
1.0133333,-0.21249937,-0.9866667
0.9866667,-0.21197042,-1.0133333
1.0933334,-0.21285263,-0.9866667
1.0666667,-0.21202973,-1.0133333
1.129158,-0.22169322,-0.9866667
1.1383067,-0.23085125,-1.0133333
1.1649734,-0.25403574,-1.0133333
1.1824913,-0.26860884,-0.9866667
1.2533333,-0.2827747,-0.9866667
1.2266667,-0.28246033,-1.0133333
0.70110357,-0.037221268,-1.0959535
0.6744369,-0.053333335,-1.0850048
0.6666667,-0.026666667,-1.0653771
0.7466667,-0.0105546,-1.0798135
0.7733334,-0.032934476,-1.10386
0.84420514,-0.07184467,-1.0666667
0.8577864,-0.06900279,-1.0933334
0.8029595,-0.022379871,-1.10386
0.9379063,-0.07392281,-1.0853081
0.9112396,-0.065767474,-1.0666667
0.9066667,-0.0629256,-1.0933334
1.0133333,-0.07447583,-1.0936904
0.9866667,-0.06839864,-1.1119747
1.0730175,-0.07261259,-1.0483824
1.0666667,-0.067088425,-1.075049
1.0933334,-0.06340194,-1.0933334
1.1733333,-0.06563048,-1.0666667
1.1466666,-0.067282744,-1.0933334
1.2533333,-0.061017655,-1.0666667
1.2266667,-0.0661066,-1.0933334
0.6477702,-0.091105506,-1.1090513
0.7783203,-0.14068589,-1.0478953
0.84420514,-0.08284188,-1.0933334
0.8664187,-0.086155824,-1.0666667
0.8070468,-0.14068589,-1.0478953
0.9112396,-0.08331394,-1.0586413
0.93333334,-0.089391135,-1.0853081
0.9066667,-0.09223301,-1.0933334
0.9866667,-0.08607719,-1.0936904
1.0133333,-0.09160136,-1.1017157
1.0463508,-0.085524164,-1.075049
1.0730175,-0.092911586,-1.0666667
1.0933334,-0.09659807,-1.0933334
1.1733333,-0.09436952,-1.0666667
1.1466666,-0.09271727,-1.0933334
1.2533333,-0.09898235,-1.0666667
1.2266667,-0.093893394,-1.0933334
0.6933333,-0.17465408,-1.0666667
0.6666667,-0.1769765,-1.0933334
0.7516537,-0.1641117,-1.0478953
0.7733334,-0.1810971,-1.074562
0.7466667,-0.1858501,-1.0933334
0.8070468,-0.1769854,-1.074562
0.83371353,-0.19470388,-1.0666667
0.85333335,-0.21211468,-1.0933334
0.93333334,-0.21218137,-1.0666667
0.9066667,-0.21229507,-1.0933334
1.0133333,-0.21067432,-1.0666667
0.9866667,-0.21115434,-1.0933334
1.0766418,-0.23002477,-1.1024821
1.0933334,-0.22087601,-1.0758154
1.0666667,-0.21089512,-1.0666667
1.1291487,-0.23085125,-1.0491488
1.1033086,-0.25391963,-1.1024821
1.1291487,-0.25391963,-1.0758154
1.1558154,-0.2679554,-1.0666667
1.1733333,-0.2817026,-1.0933334
1.2533333,-0.2827467,-1.0666667
1.2266667,-0.28264236,-1.0933334
0.7140117,-0.05954959,-1.1733333
0.6951153,-0.06388793,-1.1466666
0.7539428,-0.07566165,-1.1764832
0.7733334,-0.07137486,-1.1498165
0.7466667,-0.055262793,-1.1466666
0.80936736,-0.026666667,-1.1498165
0.8029595,-0.04904654,-1.1231499
0.83307457,-0.045526445,-1.1764832
0.83111966,-0.077158116,-1.1231499
0.85333335,-0.069351226,-1.1498165
0.93333334,-0.06767784,-1.1466666
0.9066667,-0.06594814,-1.1733333
1.0133333,-0.06731075,-1.1466666
0.9866667,-0.069431834,-1.1733333
1.0933334,-0.069880806,-1.1466666
1.0666667,-0.0724794,-1.1733333
1.1733333,-0.07409059,-1.1466666
1.1466666,-0.074825406,-1.1733333
1.2272462,-0.07942044,-1.1802447
1.2533333,-0.07250915,-1.153578
1.2266667,-0.07086578,-1.1466666
0.6684486,-0.091105506,-1.1466666
0.6606784,-0.112657,-1.1733333
0.7806094,-0.089792505,-1.1764832
0.804453,-0.089792505,-1.1498165
0.83111966,-0.09263439,-1.1466666
0.85333335,-0.10044127,-1.1733333
0.93333334,-0.092322156,-1.1466666
0.9066667,-0.09405185,-1.1733333
1.0133333,-0.092689246,-1.1466666
0.9866667,-0.09056818,-1.1733333
1.0933334,-0.0901192,-1.1466666
1.0666667,-0.0875206,-1.1733333
1.1733333,-0.08590941,-1.1466666
1.1466666,-0.0851746,-1.1733333
1.2539128,-0.0869113,-1.153578
1.2272462,-0.08749085,-1.1733333
1.2266667,-0.08913422,-1.1466666
0.6933333,-0.17903914,-1.1466666
0.6666667,-0.17713158,-1.1733333
0.7733334,-0.19193503,-1.1466666
0.7466667,-0.18280165,-1.1733333
0.85333335,-0.21137527,-1.1466666
0.8266667,-0.2041611,-1.1733333
0.93333334,-0.21138383,-1.1466666
0.9066667,-0.21119711,-1.1733333
1.0133333,-0.21046774,-1.1466666
0.9866667,-0.21058355,-1.1733333
1.0499752,-0.21996862,-1.1466666
1.0600313,-0.22994384,-1.1733333
1.0866979,-0.25361592,-1.1733333
1.1033086,-0.2675356,-1.1466666
1.1733333,-0.28166083,-1.1466666
1.1466666,-0.2815296,-1.1733333
1.2393392,-0.30732733,-1.1851406
1.2533333,-0.2955201,-1.158474
1.2266667,-0.2826006,-1.1466666
0.7140117,-0.07566165,-1.2031978
0.72727615,-0.07566165,-1.2031978
0.8597412,-0.01885978,-1.2189504
0.91438293,-0.017679356,-1.2722838
0.9066667,-0.036539134,-1.245617
0.93333334,-0.05980272,-1.2266667
1.0133333,-0.07166053,-1.2266667
0.9866667,-0.063761115,-1.2533333
1.089114,-0.07615151,-1.2681628
1.0933334,-0.07524297,-1.2414962
1.0666667,-0.07415508,-1.2266667
1.1733333,-0.078511894,-1.2005795
1.1466666,-0.07909145,-1.215409
1.2005795,-0.07942044,-1.2005795
0.65832883,-0.15488482,-1.2306389
0.67900723,-0.12821816,-1.2266667
0.705674,-0.1273345,-1.2533333
0.7140117,-0.100667834,-1.2298645
0.72727615,-0.100667834,-1.2298645
0.7539428,-0.11046035,-1.2266667
0.7733334,-0.12697856,-1.2533333
0.85333335,-0.11414368,-1.2266667
0.8266667,-0.122855015,-1.2533333
0.93333334,-0.10019729,-1.2266667
0.9066667,-0.113338485,-1.2533333
1.0133333,-0.0899756,-1.2266667
0.9866667,-0.09787502,-1.2533333
1.1157806,-0.080908544,-1.2414962
1.089114,-0.08639316,-1.2533333
1.0666667,-0.08748106,-1.2266667
1.1466666,-0.08148811,-1.2148296
1.1733333,-0.080579564,-1.215409
1.2005795,-0.080579564,-1.2005795
0.68499553,-0.16616271,-1.2573055
0.6666667,-0.16900815,-1.2306389
0.6933333,-0.17686017,-1.2266667
0.7733334,-0.18831263,-1.2266667
0.7466667,-0.18427871,-1.2533333
0.85333335,-0.19727379,-1.2266667
0.8266667,-0.19055873,-1.2533333
0.93333334,-0.21017776,-1.2266667
0.9066667,-0.20346862,-1.2533333
1.0133333,-0.2090607,-1.2266667
0.9866667,-0.20884167,-1.2533333
1.0500561,-0.21892011,-1.2266667
1.0577787,-0.22897628,-1.2533333
1.0844454,-0.2542703,-1.2533333
1.1033895,-0.2678862,-1.2266667
2.464587,1.9106736,-2.1490514
2.5066667,1.9106736,-2.1483505
2.5333333,1.906073,-2.1592991
2.304733,1.8933334,-2.2350998
2.3012164,1.8666667,-2.239092
2.3463151,1.8933334,-2.2360075
2.3238692,1.8666667,-2.2350996
2.4397943,1.8963432,-2.2133334
2.464587,1.8870169,-2.1866667
2.5333333,1.8922714,-2.1866667
2.5066667,1.8732151,-2.2133334
2.3164835,1.8371513,-2.239092
2.3238692,1.8371513,-2.239092
2.2898874,1.8933334,-2.2666667
2.2916594,1.8666667,-2.2933333
2.3772025,1.8666667,-2.2473361
2.3729818,1.8933334,-2.240736
2.401874,1.8933334,-2.2473361
2.4285407,1.8764011,-2.2732668
2.4552073,1.8794109,-2.2666667
2.4465604,1.8497343,-2.2999334
2.5333333,1.8685921,-2.2666667
2.5066667,1.8654613,-2.2933333
2.3164835,1.8104845,-2.2522507
2.3012161,1.7866666,-2.278917
2.2877207,1.8133334,-2.2933333
2.3505359,1.8371513,-2.2466002
2.3466666,1.8104845,-2.258851
2.3733335,1.7866666,-2.27585
2.4352422,1.8133334,-2.2999334
2.4153485,1.7866666,-2.290266
2.3047326,1.7333333,-2.2933176
2.289275,1.7066667,-2.3077333
2.3733335,1.7333333,-2.2838912
2.3466666,1.7066667,-2.2812924
2.4286592,1.7333333,-2.3103325
2.4133108,1.7066667,-2.2983072
2.3045423,1.6533334,-2.2933822
2.2895873,1.6266667,-2.3056488
2.3733335,1.6533334,-2.2853768
2.3466666,1.6266667,-2.2830508
2.4283879,1.6533334,-2.3079748
2.4150767,1.6266667,-2.2976434
2.305045,1.5733334,-2.2864091
2.2912295,1.5466667,-2.3007605
2.3733335,1.5733334,-2.2838438
2.3466666,1.5466667,-2.2749352
2.4255328,1.5733334,-2.3096688
2.4104557,1.5466667,-2.298195
2.3061845,1.4933335,-2.281088
2.290139,1.4666667,-2.3003275
2.3733335,1.4933335,-2.281712
2.3466666,1.4666667,-2.2735136
2.419729,1.4933335,-2.3085263
2.4092734,1.4666667,-2.3009517
2.3039544,1.4133334,-2.278923
2.284345,1.3866667,-2.2985954
2.3733335,1.4133334,-2.2862048
2.3466666,1.3866667,-2.2723749
2.4171274,1.4133334,-2.3124254
2.4078543,1.3866667,-2.3058774
2.3003902,1.3333334,-2.2759714
2.2748325,1.3066667,-2.2973757
2.3733335,1.3333334,-2.286627
2.3466666,1.3066667,-2.270551
2.4147584,1.3333334,-2.3134518
2.4069042,1.3066667,-2.3080313
2.2904744,1.8933334,-2.3466666
2.2928832,1.8666667,-2.3733335
2.4732273,1.8497343,-2.3235805
2.5333333,1.8624518,-2.3356235
2.5066667,1.8497343,-2.3392038
2.2823172,1.8133334,-2.3466666
2.287188,1.7866666,-2.3733335
2.4686818,1.7866666,-2.3292813
2.4619088,1.8133334,-2.3235805
2.5333333,1.8133334,-2.3567271
2.5066667,1.7866666,-2.3468049
2.2806506,1.7333333,-2.3466666
2.285706,1.7066667,-2.3733335
2.466644,1.7066667,-2.3332295
2.4553258,1.7333333,-2.325701
2.5333333,1.7333333,-2.3691165
2.5066667,1.7066667,-2.3591216
2.2793753,1.6533334,-2.3466666
2.2847373,1.6266667,-2.3733335
2.4684103,1.6266667,-2.3338146
2.4550545,1.6533334,-2.3275287
2.5333333,1.6533334,-2.3780303
2.5066667,1.6266667,-2.3584244
2.281134,1.5733334,-2.3466666
2.2868717,1.5466667,-2.3733335
2.463789,1.5466667,-2.3370528
2.4521995,1.5733334,-2.3262863
2.5567486,1.5607321,-2.3979428
2.530082,1.5466667,-2.3820426
2.5066667,1.5733334,-2.3616621
2.2809217,1.4933335,-2.3466666
2.27645,1.4666667,-2.3733335
2.4626067,1.4666667,-2.3424485
2.4463956,1.4933335,-2.3307664
2.5261726,1.4933335,-2.3841
2.5027573,1.4666667,-2.3691154
2.2660575,1.4133334,-2.3466666
2.2577515,1.3866667,-2.3733335
2.4611876,1.3866667,-2.3453863
2.4437943,1.4133334,-2.331682
2.5219088,1.4133334,-2.3850152
2.4991515,1.3866667,-2.372053
2.2379234,1.2975754,-2.3781042
2.2423153,1.3242419,-2.3781042
2.243424,1.3066667,-2.3514376
2.250481,1.3333334,-2.3466666
2.4602377,1.3066667,-2.3475566
2.4414253,1.3333334,-2.3337042
2.5153515,1.3333334,-2.3870375
2.4962003,1.3066667,-2.3742235
2.31108,1.8666667,-2.4290001
2.3063786,1.8933334,-2.411519
2.3304513,1.8933334,-2.4648523
2.324753,1.8666667,-2.455667
2.3113756,1.7866666,-2.4376106
2.3024557,1.8133334,-2.4174814
2.3277357,1.8133334,-2.4708147
2.3229825,1.7866666,-2.4642775
2.3097878,1.7066667,-2.4450533
2.3011637,1.7333333,-2.4201293
2.3238304,1.7333333,-2.4734628
2.320848,1.7066667,-2.47172
2.3099046,1.6266667,-2.4426425
2.2996924,1.6533334,-2.424924
2.3255682,1.6533334,-2.4782572
2.3247201,1.6266667,-2.469309
2.3062491,1.5639507,-2.471052
2.296154,1.5733334,-2.4443853
2.2869365,1.5466667,-2.4266667
2.3247201,1.5906173,-2.471052
2.5567486,1.5340655,-2.40208
2.2787445,1.4933335,-2.4266667
2.2730803,1.4666667,-2.4533334
2.5560906,1.4666667,-2.4047606
2.5528393,1.4933335,-2.40208
2.2624795,1.4133334,-2.4266667
2.2644463,1.3866667,-2.4533334
2.5524848,1.3866667,-2.4079752
2.5485754,1.4133334,-2.4026806
2.2379234,1.2975754,-2.4057643
2.248098,1.2975754,-2.432431
2.250413,1.3242419,-2.4266667
2.2607589,1.3333334,-2.4533334
2.5495336,1.3066667,-2.4129171
2.5420182,1.3333334,-2.4052947
2.2383308,1.8579661,-2.5567226
2.2431383,1.8846328,-2.5567226
2.2698052,1.8933334,-2.545317
2.2933333,1.8666667,-2.5331438
2.3304513,1.8666667,-2.4944937
2.3256981,1.8933334,-2.5097547
2.2383308,1.8133334,-2.5531688
2.2369368,1.7866666,-2.5564463
2.2933333,1.8133334,-2.5278027
2.2666667,1.7866666,-2.536422
2.3277357,1.7866666,-2.48992
2.324753,1.8133334,-2.5044134
2.238606,1.7417893,-2.5564463
2.2697365,1.688456,-2.5368476
2.2666667,1.7151227,-2.533294
2.2933333,1.7333333,-2.516547
2.3238304,1.7066667,-2.4835143
2.3229825,1.7333333,-2.4934342
2.2964032,1.6533334,-2.5226078
2.2779217,1.6266667,-2.5457604
2.3255682,1.6266667,-2.492427
2.320848,1.6533334,-2.4959412
2.3015184,1.5906173,-2.5190935
2.287768,1.5639507,-2.5066667
2.2685604,1.5466667,-2.5333333
2.3247201,1.5906173,-2.492427
2.2721603,1.4933335,-2.5066667
2.268477,1.4666667,-2.5333333
2.2713635,1.4133334,-2.5066667
2.2705905,1.3866667,-2.5333333
2.2694554,1.3333334,-2.5066667
2.2630308,1.3066667,-2.5333333
1.992108,-0.046672553,-2.6313765
1.9654412,-0.053333335,-2.6221905
1.9466667,-0.026666667,-2.6062834
2.0610263,-0.06291374,-2.5841308
2.007786,-0.020005884,-2.6313765
2.1302636,-0.00958041,-2.562208
2.1066666,-0.036247075,-2.5863388
2.1333334,-0.053333335,-2.6014748
2.1774614,-0.053333335,-2.5751364
2.169475,-0.026666667,-2.5773444
1.9654412,-0.081503026,-2.6308138
1.9466667,-0.086735725,-2.6041472
1.9733334,-0.09204139,-2.5866668
2.0343595,-0.08530566,-2.5841308
2.0533333,-0.08688419,-2.6107976
2.0266666,-0.08838722,-2.6133335
2.1066666,-0.08157854,-2.625934
2.1333334,-0.082563855,-2.6284697
2.159233,-0.14948744,-2.5608466
2.1679862,-0.080985315,-2.6018028
2.1898098,-0.10765198,-2.6133335
2.1679862,-0.122820765,-2.5608466
2.1898098,-0.13333334,-2.587513
2.1593368,-0.21333334,-2.5615585
2.1585698,-0.18666668,-2.5608466
2.2025316,-0.18666668,-2.6141796
2.1807082,-0.21333334,-2.5882251
2.1597989,-0.29333332,-2.561018
2.1591356,-0.26666668,-2.5607123
2.201381,-0.26666668,-2.6140454
2.1806726,-0.29333332,-2.5876849
2.1586547,-0.37333336,-2.5650487
2.1584532,-0.34666666,-2.560306
2.1927195,-0.34666666,-2.6136394
2.172047,-0.37333336,-2.5917156
2.1573198,-0.45333335,-2.5729463
2.1559746,-0.42666668,-2.564743
2.1792078,-0.42666668,-2.618076
2.1671605,-0.45333335,-2.599613
2.1588466,-0.53333336,-2.574447
2.1561666,-0.50666666,-2.5682037
2.1718144,-0.50666666,-2.6215367
2.1646535,-0.53333336,-2.6011138
1.992108,-0.073339224,-2.641541
2.0344527,-0.020005884,-2.6566997
2.0266666,-0.046672553,-2.6582406
2.0533333,-0.053333335,-2.6619263
2.1156247,-0.026666667,-2.710033
2.1019876,-0.053333335,-2.687052
1.992108,-0.081503026,-2.641541
2.0266666,-0.083081566,-2.641541
2.0533333,-0.08157854,-2.6452267
2.1286545,-0.082033195,-2.697019
2.1066666,-0.08361173,-2.6703525
2.1333334,-0.08459704,-2.6666667
2.2351568,-0.14052461,-2.6748815
2.2084901,-0.11484327,-2.6666667
2.1866667,-0.090209775,-2.6933334
2.2540336,-0.1405246,-2.701548
2.2340415,-0.21333334,-2.6549377
2.2291985,-0.18666668,-2.6482146
2.2703311,-0.18666668,-2.701548
2.2562976,-0.21333334,-2.6816041
2.234006,-0.29333332,-2.6543298
2.2280474,-0.26666668,-2.646723
2.2713625,-0.26666668,-2.700056
2.2550647,-0.29333332,-2.6809967
2.239648,-0.3726435,-2.7009406
2.233654,-0.34666666,-2.6742737
2.2190342,-0.37333336,-2.6666667
2.2550647,-0.34597683,-2.7009406
2.2055223,-0.42666668,-2.6666667
2.215892,-0.45333335,-2.6933334
2.1942308,-0.50666666,-2.6666667
2.2084854,-0.53333336,-2.6933334
2.2048886,-0.58666664,-2.6666667
2.2183092,-0.61333334,-2.6933334
2.155321,-0.053333335,-2.7331793
